,URL,pages,description,prix,Enchère ou vente
3156,https://www.zoopla.co.uk//for-sale/details/48574683?search_identifier=e0ee2bc9f7f06ac362fecc655241c48c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=32,4 bed bungalow for sale,710000.0,vente
4292,https://www.zoopla.co.uk//new-homes/details/54086036?search_identifier=4a383953bb5d5f63baf930d0fea37709,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=43,3 bed end terrace house for sale,715000.0,vente
172,https://www.zoopla.co.uk//for-sale/details/54164970?search_identifier=da4a7aa09a3e8961feb0847e3012d9d8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=2,2 bed flat for sale,715000.0,vente
3109,https://www.zoopla.co.uk//new-homes/details/54107663?search_identifier=e0ee2bc9f7f06ac362fecc655241c48c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=32,3 bed flat for sale,715000.0,vente
231,https://www.zoopla.co.uk//for-sale/details/54164131?search_identifier=4f4aae62b53cd91ca1efde5d676306f8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=3,2 bed flat for sale,715000.0,vente
1112,https://www.zoopla.co.uk//new-homes/details/54147339?search_identifier=23a43f2fe22e23116a4f7dab9e3cf741,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=12,2 bed flat for sale,715000.0,vente
4110,https://www.zoopla.co.uk//for-sale/details/53144126?search_identifier=0c7007bf60077d229b892565fe7c0df3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=42,3 bed end terrace house for sale,715000.0,vente
1352,https://www.zoopla.co.uk//for-sale/details/54141819?search_identifier=3cfe3f584c71cef3e322c075eb10e2e9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=14,2 bed flat for sale,720000.0,vente
225,https://www.zoopla.co.uk//for-sale/details/54164244?search_identifier=4f4aae62b53cd91ca1efde5d676306f8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=3,4 bed detached house for sale,720000.0,vente
1916,https://www.zoopla.co.uk//for-sale/details/51814399?search_identifier=0cb778de590597a515574175c255df80,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=20,2 bed flat for sale,720000.0,vente
4402,https://www.zoopla.co.uk//for-sale/details/54081801?search_identifier=67ba0911be9c61924e653e74da3148eb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=45,6 bed semi-detached house for sale,724950.0,vente
3439,https://www.zoopla.co.uk//for-sale/details/54102258?search_identifier=9dc7c865aa4092bf72c6a483b1191463,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=35,4 bed semi-detached house for sale,725000.0,vente
3456,https://www.zoopla.co.uk//for-sale/details/54102029?search_identifier=9dc7c865aa4092bf72c6a483b1191463,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=35,2 bed flat for sale,725000.0,vente
2393,https://www.zoopla.co.uk//for-sale/details/54121058?search_identifier=3db859b17f7188303fb67108baf9eeb7,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=24,3 bed semi-detached house for sale,725000.0,vente
2253,https://www.zoopla.co.uk//for-sale/details/54124316?search_identifier=7855bd28b4f8269093228e149b31c366,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=23,2 bed flat for sale,725000.0,vente
4298,https://www.zoopla.co.uk//for-sale/details/54086001?search_identifier=4a383953bb5d5f63baf930d0fea37709,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=43,2 bed terraced house for sale,725000.0,vente
637,https://www.zoopla.co.uk//for-sale/details/54155548?search_identifier=7628ff5369be1389d7c928a9eb4c75d1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=7,1 bed flat for sale,725000.0,vente
4329,https://www.zoopla.co.uk//for-sale/details/54085409?search_identifier=c896488009676d2754e19f5d80e08912,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=44,2 bed flat for sale,725000.0,vente
2139,https://www.zoopla.co.uk//for-sale/details/54126020?search_identifier=485f3d09a6279ecdebd5fa1f71aab668,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=22,3 bed terraced house for sale,725000.0,vente
4361,https://www.zoopla.co.uk//for-sale/details/54084821?search_identifier=c896488009676d2754e19f5d80e08912,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=44,2 bed flat for sale,725000.0,vente
4401,https://www.zoopla.co.uk//new-homes/details/54081825?search_identifier=67ba0911be9c61924e653e74da3148eb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=45,3 bed terraced house for sale,725000.0,vente
672,https://www.zoopla.co.uk//for-sale/details/52047845?search_identifier=7628ff5369be1389d7c928a9eb4c75d1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=7,5 bed detached house for sale,725000.0,vente
1212,https://www.zoopla.co.uk//for-sale/details/54144587?search_identifier=e8a31cfb56cfc8829bdea22a56efac86,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=13,2 bed terraced house for sale,725000.0,vente
1948,https://www.zoopla.co.uk//for-sale/details/54131858?search_identifier=0cb778de590597a515574175c255df80,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=20,2 bed terraced house for sale,725000.0,vente
1901,https://www.zoopla.co.uk//for-sale/details/52026251?search_identifier=0cb778de590597a515574175c255df80,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=20,4 bed semi-detached house for sale,725000.0,vente
1847,https://www.zoopla.co.uk//for-sale/details/54135617?search_identifier=92c224e336c3061160fdc18c13247ef4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=19,2 bed flat for sale,725000.0,vente
4512,https://www.zoopla.co.uk//for-sale/details/52623614?search_identifier=cf88198ac198078c89cdfd0b11a6cb2a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=46,2 bed terraced house for sale,725000.0,vente
1773,https://www.zoopla.co.uk//for-sale/details/54136482?search_identifier=c8eff9ff1a3aecce5a182c764ac10624,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=18,4 bed semi-detached house for sale,725000.0,vente
1623,https://www.zoopla.co.uk//for-sale/details/54138438?search_identifier=8d5ef7abd61f7b0d233372bb90b5f0bc,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=17,4 bed semi-detached house for sale,725000.0,vente
763,https://www.zoopla.co.uk//for-sale/details/54153032?search_identifier=b76c80d2603f19c8f29aeb2044a454fd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=8,4 bed semi-detached house for sale,725000.0,vente
1604,https://www.zoopla.co.uk//for-sale/details/54138668?search_identifier=8d5ef7abd61f7b0d233372bb90b5f0bc,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=17,3 bed semi-detached house for sale,725000.0,vente
1595,https://www.zoopla.co.uk//for-sale/details/54138804?search_identifier=741597e526e0bc932b16b74bb1c9f5e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=16,2 bed flat for sale,725000.0,vente
1586,https://www.zoopla.co.uk//for-sale/details/54138896?search_identifier=741597e526e0bc932b16b74bb1c9f5e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=16,3 bed flat for sale,725000.0,vente
1519,https://www.zoopla.co.uk//for-sale/details/54139865?search_identifier=741597e526e0bc932b16b74bb1c9f5e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=16,3 bed semi-detached house for sale,725000.0,vente
784,https://www.zoopla.co.uk//new-homes/details/54152606?search_identifier=b76c80d2603f19c8f29aeb2044a454fd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=8,2 bed semi-detached house for sale,725000.0,vente
3587,https://www.zoopla.co.uk//new-homes/details/54099000?search_identifier=4ca3ac5f42f9829a770bdf952ab50893,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=36,4 bed detached house for sale,725000.0,vente
1469,https://www.zoopla.co.uk//for-sale/details/54140521?search_identifier=b689049719149171b1503742a6e12f89,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=15,2 bed flat for sale,725000.0,vente
339,https://www.zoopla.co.uk//for-sale/details/54155014?search_identifier=3ffddd95675a599ff5ad36a8a9913c84,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=4,5 bed terraced house for sale,725000.0,vente
2472,https://www.zoopla.co.uk//for-sale/details/54120007?search_identifier=bd268dfed7c29988402539b9a6ce422b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=25,3 bed terraced house for sale,725000.0,vente
4202,https://www.zoopla.co.uk//for-sale/details/54089400?search_identifier=4a383953bb5d5f63baf930d0fea37709,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=43,4 bed property for sale,725000.0,vente
4168,https://www.zoopla.co.uk//for-sale/details/54089741?search_identifier=0c7007bf60077d229b892565fe7c0df3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=42,4 bed detached house for sale,725000.0,vente
2915,https://www.zoopla.co.uk//for-sale/details/54111113?search_identifier=25971fe6e2637a7010d0b8b56ed1cfc2,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=30,4 bed terraced house for sale,725000.0,vente
3933,https://www.zoopla.co.uk//for-sale/details/54093628?search_identifier=d4baacc450a5ae752fb3a19f5972dc5a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=40,2 bed maisonette for sale,725000.0,vente
3014,https://www.zoopla.co.uk//for-sale/details/54110102?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=31,2 bed flat for sale,725000.0,vente
3039,https://www.zoopla.co.uk//for-sale/details/54108682?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=31,4 bed flat for sale,725000.0,vente
3871,https://www.zoopla.co.uk//for-sale/details/54094382?search_identifier=821909f7980636a44357a204c6cd4dde,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=39,3 bed property for sale,725000.0,vente
3073,https://www.zoopla.co.uk//for-sale/details/54108317?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=31,3 bed terraced house for sale,725000.0,vente
2866,https://www.zoopla.co.uk//for-sale/details/54111735?search_identifier=1768e58e3707f3b23fb796f0ef9ce5bb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=29,2 bed flat for sale,725000.0,vente
3083,https://www.zoopla.co.uk//for-sale/details/54108240?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=31,1 bed flat for sale,725000.0,vente
3819,https://www.zoopla.co.uk//for-sale/details/54094913?search_identifier=821909f7980636a44357a204c6cd4dde,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=39,2 bed flat for sale,725000.0,vente
3209,https://www.zoopla.co.uk//for-sale/details/54106012?search_identifier=5ca92ebc399a151af28b9cfe6a327213,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=33,3 bed terraced house for sale,725000.0,vente
3215,https://www.zoopla.co.uk//for-sale/details/54105906?search_identifier=5ca92ebc399a151af28b9cfe6a327213,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=33,3 bed terraced house for sale,725000.0,vente
3723,https://www.zoopla.co.uk//for-sale/details/54096050?search_identifier=126ebb161c184d66f0c85a917d8aca4b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=38,3 bed flat for sale,725000.0,vente
3688,https://www.zoopla.co.uk//for-sale/details/54095941?search_identifier=e2ef349b8061d18709a6a85a84a6f39c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=37,3 bed bungalow for sale,725000.0,vente
3669,https://www.zoopla.co.uk//for-sale/details/54097824?search_identifier=e2ef349b8061d18709a6a85a84a6f39c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=37,2 bed flat for sale,725000.0,vente
3115,https://www.zoopla.co.uk//for-sale/details/54107619?search_identifier=e0ee2bc9f7f06ac362fecc655241c48c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=32,2 bed flat for sale,725000.0,vente
4041,https://www.zoopla.co.uk//for-sale/details/54091628?search_identifier=7a8541b13a993b61d4666d1416e42352,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=41,3 bed flat for sale,725000.0,vente
2950,https://www.zoopla.co.uk//for-sale/details/54110761?search_identifier=25971fe6e2637a7010d0b8b56ed1cfc2,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=30,3 bed flat for sale,725000.0,vente
2793,https://www.zoopla.co.uk//for-sale/details/54113376?search_identifier=aead6369aaf688945fcc6ca2557d2b20,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=28,1 bed flat for sale,725000.0,vente
4161,https://www.zoopla.co.uk//for-sale/details/54089871?search_identifier=0c7007bf60077d229b892565fe7c0df3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=42,1 bed property for sale,725000.0,vente
2536,https://www.zoopla.co.uk//for-sale/details/54119146?search_identifier=c7f699d8dc072d33fa2bb65cbe563ec6,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=26,4 bed semi-detached house for sale,725000.0,vente
2578,https://www.zoopla.co.uk//for-sale/details/54118395?search_identifier=c7f699d8dc072d33fa2bb65cbe563ec6,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=26,2 bed flat for sale,725000.0,vente
2601,https://www.zoopla.co.uk//for-sale/details/54117831?search_identifier=b2405fab13ec430939762f5907ff3366,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=27,3 bed detached house for sale,725000.0,vente
3591,https://www.zoopla.co.uk//for-sale/details/54098979?search_identifier=4ca3ac5f42f9829a770bdf952ab50893,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=36,2 bed flat for sale,725000.0,vente
4086,https://www.zoopla.co.uk//for-sale/details/51389500?search_identifier=7a8541b13a993b61d4666d1416e42352,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=41,6 bed semi-detached house for sale,725000.0,vente
2676,https://www.zoopla.co.uk//for-sale/details/54095701?search_identifier=b2405fab13ec430939762f5907ff3366,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=27,1 bed flat for sale,725000.0,vente
1107,https://www.zoopla.co.uk//for-sale/details/54147464?search_identifier=23a43f2fe22e23116a4f7dab9e3cf741,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=12,1 bed flat for sale,728000.0,vente
1217,https://www.zoopla.co.uk//for-sale/details/54144567?search_identifier=e8a31cfb56cfc8829bdea22a56efac86,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=13,3 bed semi-detached house for sale,729950.0,vente
865,https://www.zoopla.co.uk//for-sale/details/54151019?search_identifier=53e48c5723f36dcf12d90e69a71ff408,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=9,3 bed property for sale,729950.0,vente
605,https://www.zoopla.co.uk//for-sale/details/54156983?search_identifier=7628ff5369be1389d7c928a9eb4c75d1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=7,3 bed terraced house for sale,729950.0,vente
4598,https://www.zoopla.co.uk//for-sale/details/54078376?search_identifier=cf88198ac198078c89cdfd0b11a6cb2a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=46,2 bed flat for sale,729950.0,vente
2607,https://www.zoopla.co.uk//for-sale/details/54117701?search_identifier=b2405fab13ec430939762f5907ff3366,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=27,4 bed terraced house for sale,729995.0,vente
3731,https://www.zoopla.co.uk//for-sale/details/54095821?search_identifier=126ebb161c184d66f0c85a917d8aca4b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=38,4 bed semi-detached house for sale,729995.0,vente
2194,https://www.zoopla.co.uk//for-sale/details/54125182?search_identifier=485f3d09a6279ecdebd5fa1f71aab668,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=22,4 bed property for sale,730000.0,vente
1425,https://www.zoopla.co.uk//for-sale/details/54141178?search_identifier=b689049719149171b1503742a6e12f89,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=15,3 bed detached bungalow for sale,730000.0,vente
2311,https://www.zoopla.co.uk//for-sale/details/54122356?search_identifier=3db859b17f7188303fb67108baf9eeb7,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=24,3 bed flat for sale,730000.0,vente
4519,https://www.zoopla.co.uk//for-sale/details/52538803?search_identifier=cf88198ac198078c89cdfd0b11a6cb2a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=46,3 bed semi-detached house for sale,730000.0,vente
4399,https://www.zoopla.co.uk//new-homes/details/54081854?search_identifier=c896488009676d2754e19f5d80e08912,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=44,3 bed terraced house for sale,735000.0,vente
4791,https://www.zoopla.co.uk//for-sale/details/54076078?search_identifier=cddf4390077aadc405d46f0373930128,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=48,5 bed semi-detached house for sale,735000.0,vente
4301,https://www.zoopla.co.uk//for-sale/details/54085954?search_identifier=c896488009676d2754e19f5d80e08912,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=44,2 bed flat for sale,735000.0,vente
4174,https://www.zoopla.co.uk//for-sale/details/54089686?search_identifier=0c7007bf60077d229b892565fe7c0df3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=42,4 bed town house for sale,735000.0,vente
3788,https://www.zoopla.co.uk//new-homes/details/54095273?search_identifier=126ebb161c184d66f0c85a917d8aca4b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=38,3 bed flat for sale,735000.0,vente
0,https://www.zoopla.co.uk//for-sale/details/54167042?search_identifier=e431d2b21f8c113b686bf52a8d653f6a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0,3 bed semi-detached house for sale,735000.0,vente
1002,https://www.zoopla.co.uk//for-sale/details/54149205?search_identifier=fe807ecfbac015f02352bddcb4d44f93,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=11,3 bed semi-detached house for sale,735000.0,vente
996,https://www.zoopla.co.uk//for-sale/details/54149330?search_identifier=40eb412b77e323cbd846caf27f840b62,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=10,2 bed flat for sale,735000.0,vente
2277,https://www.zoopla.co.uk//new-homes/details/54124158?search_identifier=7855bd28b4f8269093228e149b31c366,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=23,3 bed flat for sale,735000.0,vente
639,https://www.zoopla.co.uk//for-sale/details/54155515?search_identifier=7628ff5369be1389d7c928a9eb4c75d1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=7,3 bed property for sale,735000.0,vente
948,https://www.zoopla.co.uk//for-sale/details/54149908?search_identifier=40eb412b77e323cbd846caf27f840b62,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=10,2 bed flat for sale,735000.0,vente
686,https://www.zoopla.co.uk//for-sale/details/54154774?search_identifier=7628ff5369be1389d7c928a9eb4c75d1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=7,3 bed property for sale,735000.0,vente
2587,https://www.zoopla.co.uk//for-sale/details/54118121?search_identifier=c7f699d8dc072d33fa2bb65cbe563ec6,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=26,3 bed end terrace house for sale,739950.0,vente
4852,https://www.zoopla.co.uk//new-homes/details/54075164?search_identifier=6e021a797919b125b060dfed191d21b4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=49,1 bed flat for sale,740000.0,vente
4357,https://www.zoopla.co.uk//for-sale/details/54084860?search_identifier=c896488009676d2754e19f5d80e08912,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=44,1 bed flat for sale,740000.0,vente
4291,https://www.zoopla.co.uk//new-homes/details/54086038?search_identifier=4a383953bb5d5f63baf930d0fea37709,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=43,3 bed semi-detached house for sale,740000.0,vente
925,https://www.zoopla.co.uk//for-sale/details/54150080?search_identifier=40eb412b77e323cbd846caf27f840b62,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=10,2 bed property for sale,740000.0,vente
4371,https://www.zoopla.co.uk//for-sale/details/54084775?search_identifier=c896488009676d2754e19f5d80e08912,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=44,2 bed flat for sale,740000.0,vente
77,https://www.zoopla.co.uk//new-homes/details/54166016?search_identifier=e431d2b21f8c113b686bf52a8d653f6a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0,1 bed flat for sale,745000.0,vente
3834,https://www.zoopla.co.uk//new-homes/details/54094811?search_identifier=821909f7980636a44357a204c6cd4dde,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=39,2 bed flat for sale,745000.0,vente
3575,https://www.zoopla.co.uk//for-sale/details/50530558?search_identifier=4ca3ac5f42f9829a770bdf952ab50893,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=36,3 bed flat for sale,745000.0,vente
2135,https://www.zoopla.co.uk//for-sale/details/54126213?search_identifier=485f3d09a6279ecdebd5fa1f71aab668,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=22,2 bed flat for sale,745000.0,vente
465,https://www.zoopla.co.uk//for-sale/details/54159312?search_identifier=4b04934ec25d0fa93e83ae8b9deb67ef,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=5,3 bed flat for sale,745000.0,vente
2714,https://www.zoopla.co.uk//for-sale/details/51602438?search_identifier=aead6369aaf688945fcc6ca2557d2b20,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=28,4 bed end terrace house for sale,745000.0,vente
78,https://www.zoopla.co.uk//new-homes/details/54166017?search_identifier=e431d2b21f8c113b686bf52a8d653f6a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0,1 bed flat for sale,745000.0,vente
253,https://www.zoopla.co.uk//for-sale/details/54163607?search_identifier=4f4aae62b53cd91ca1efde5d676306f8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=3,7 bed semi-detached house for sale,749950.0,vente
3833,https://www.zoopla.co.uk//for-sale/details/45961345?search_identifier=821909f7980636a44357a204c6cd4dde,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=39,3 bed flat for sale,749950.0,vente
3084,https://www.zoopla.co.uk//for-sale/details/54108218?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=31,3 bed end terrace house for sale,749950.0,vente
2193,https://www.zoopla.co.uk//for-sale/details/54125180?search_identifier=485f3d09a6279ecdebd5fa1f71aab668,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=22,4 bed flat for sale,749950.0,vente
