,URL,pages,description,prix
9384,https://www.zoopla.co.uk//for-sale/details/53972974?search_identifier=1bb59fc96937d864f69d649102f72433,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=94,3 bed flat for sale,750000.0
6688,https://www.zoopla.co.uk//for-sale/details/54031031?search_identifier=5f379b47885253facf691c9da832d0ff,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=67,3 bed terraced house for sale,750000.0
6461,https://www.zoopla.co.uk//new-homes/details/54038427?search_identifier=ba2b605830fffdb4450f724cb82c2b94,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=65,3 bed detached house for sale,750000.0
2060,https://www.zoopla.co.uk//for-sale/details/54128534?search_identifier=81df929a334627b4b26f5398e1ff779b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=21,3 bed property for sale,750000.0
5106,https://www.zoopla.co.uk//for-sale/details/54068957?search_identifier=8b456d5c332277964b4aeb5cfbc6d9ed,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=52,3 bed semi-detached house for sale,750000.0
2058,https://www.zoopla.co.uk//for-sale/details/54128543?search_identifier=81df929a334627b4b26f5398e1ff779b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=21,2 bed flat for sale,750000.0
2028,https://www.zoopla.co.uk//for-sale/details/54129246?search_identifier=81df929a334627b4b26f5398e1ff779b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=21,5 bed semi-detached house for sale,750000.0
1299,https://www.zoopla.co.uk//for-sale/details/54142310?search_identifier=e8a31cfb56cfc8829bdea22a56efac86,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=13,5 bed semi-detached house for sale,750000.0
5291,https://www.zoopla.co.uk//for-sale/details/54066627?search_identifier=0f8d38b7510155545dba4f8a3ff32365,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=53,3 bed semi-detached house for sale,750000.0
5282,https://www.zoopla.co.uk//for-sale/details/54066795?search_identifier=0f8d38b7510155545dba4f8a3ff32365,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=53,4 bed semi-detached house for sale,750000.0
1669,https://www.zoopla.co.uk//for-sale/details/54138359?search_identifier=8d5ef7abd61f7b0d233372bb90b5f0bc,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=17,5 bed end terrace house for sale,750000.0
6487,https://www.zoopla.co.uk//for-sale/details/54035869?search_identifier=ba2b605830fffdb4450f724cb82c2b94,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=65,4 bed semi-detached house for sale,750000.0
1302,https://www.zoopla.co.uk//for-sale/details/54142310?search_identifier=3cfe3f584c71cef3e322c075eb10e2e9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=14,5 bed semi-detached house for sale,750000.0
8490,https://www.zoopla.co.uk//for-sale/details/53993380?search_identifier=b2922a150ccef682e4c96f0219cdcb5b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=85,4 bed semi-detached house for sale,750000.0
1303,https://www.zoopla.co.uk//for-sale/details/54142318?search_identifier=3cfe3f584c71cef3e322c075eb10e2e9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=14,4 bed semi-detached house for sale,750000.0
4868,https://www.zoopla.co.uk//for-sale/details/54074741?search_identifier=6e021a797919b125b060dfed191d21b4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=49,2 bed flat for sale,750000.0
7350,https://www.zoopla.co.uk//for-sale/details/54017466?search_identifier=97e36b806aa3f20afb0da2980d035075,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=74,3 bed flat for sale,750000.0
3467,https://www.zoopla.co.uk//for-sale/details/54101691?search_identifier=9dc7c865aa4092bf72c6a483b1191463,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=35,2 bed flat for sale,750000.0
2418,https://www.zoopla.co.uk//for-sale/details/54120449?search_identifier=bd268dfed7c29988402539b9a6ce422b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=25,Block of flats for sale,750000.0
3714,https://www.zoopla.co.uk//for-sale/details/54095961?search_identifier=126ebb161c184d66f0c85a917d8aca4b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=38,2 bed flat for sale,750000.0
9759,https://www.zoopla.co.uk//for-sale/details/47332986?search_identifier=8fbaba4bb000c1682feb6a45a150501f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=98,3 bed detached house for sale,750000.0
548,https://www.zoopla.co.uk//for-sale/details/54157396?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,2 bed flat for sale,750000.0
8161,https://www.zoopla.co.uk//for-sale/details/54000609?search_identifier=33b8af2a447234140f52656b515923c3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=82,2 bed flat for sale,750000.0
3755,https://www.zoopla.co.uk//for-sale/details/54095505?search_identifier=126ebb161c184d66f0c85a917d8aca4b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=38,1 bed flat for sale,750000.0
537,https://www.zoopla.co.uk//for-sale/details/54157424?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,4 bed property for sale,750000.0
530,https://www.zoopla.co.uk//for-sale/details/54157446?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,2 bed flat for sale,750000.0
3022,https://www.zoopla.co.uk//new-homes/details/50199246?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=31,2 bed flat for sale,750000.0
3816,https://www.zoopla.co.uk//for-sale/details/54094824?search_identifier=821909f7980636a44357a204c6cd4dde,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=39,2 bed flat for sale,750000.0
5620,https://www.zoopla.co.uk//for-sale/details/54060962?search_identifier=a1c48676b0bfa0cd1b3eb1e8b018ffdd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=57,2 bed flat for sale,750000.0
5949,https://www.zoopla.co.uk//for-sale/details/54050893?search_identifier=9c41cec468fb72b3675f3898119552c5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=60,3 bed end terrace house for sale,750000.0
253,https://www.zoopla.co.uk//for-sale/details/54163337?search_identifier=4f4aae62b53cd91ca1efde5d676306f8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=3,1 bed flat for sale,750000.0
3860,https://www.zoopla.co.uk//for-sale/details/54094270?search_identifier=821909f7980636a44357a204c6cd4dde,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=39,3 bed terraced house for sale,750000.0
6059,https://www.zoopla.co.uk//for-sale/details/52506103?search_identifier=4876615b882bf2091218b8a36db316a9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=61,3 bed flat for sale,750000.0
443,https://www.zoopla.co.uk//for-sale/details/54159336?search_identifier=4b04934ec25d0fa93e83ae8b9deb67ef,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=5,3 bed semi-detached house for sale,750000.0
6069,https://www.zoopla.co.uk//for-sale/details/54047814?search_identifier=4876615b882bf2091218b8a36db316a9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=61,4 bed semi-detached house for sale,750000.0
9063,https://www.zoopla.co.uk//for-sale/details/52509219?search_identifier=89032ca41787a980b71dc0421fe84f6e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=91,2 bed flat for sale,750000.0
3903,https://www.zoopla.co.uk//for-sale/details/54093802?search_identifier=d4baacc450a5ae752fb3a19f5972dc5a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=40,3 bed semi-detached house for sale,750000.0
2907,https://www.zoopla.co.uk//new-homes/details/52827353?search_identifier=25971fe6e2637a7010d0b8b56ed1cfc2,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=30,3 bed flat for sale,750000.0
5567,https://www.zoopla.co.uk//for-sale/details/54062035?search_identifier=0f534732f0d135b685a7958232c25b5b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=56,2 bed detached house for sale,750000.0
9884,https://www.zoopla.co.uk//for-sale/details/53961295?search_identifier=eb10c86a852c21db7d578db593287267,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=99,2 bed flat for sale,750000.0
9072,https://www.zoopla.co.uk//for-sale/details/52608838?search_identifier=89032ca41787a980b71dc0421fe84f6e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=91,3 bed terraced house for sale,750000.0
6028,https://www.zoopla.co.uk//for-sale/details/54048319?search_identifier=4876615b882bf2091218b8a36db316a9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=61,3 bed end terrace house for sale,750000.0
8047,https://www.zoopla.co.uk//for-sale/details/54002565?search_identifier=132b4598d0b57ae63192f58eaf908d28,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=81,2 bed flat for sale,750000.0
3706,https://www.zoopla.co.uk//for-sale/details/54096082?search_identifier=126ebb161c184d66f0c85a917d8aca4b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=38,2 bed flat for sale,750000.0
575,https://www.zoopla.co.uk//for-sale/details/54157043?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,2 bed flat for sale,750000.0
3534,https://www.zoopla.co.uk//for-sale/details/54099782?search_identifier=4ca3ac5f42f9829a770bdf952ab50893,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=36,3 bed semi-detached house for sale,750000.0
708,https://www.zoopla.co.uk//for-sale/details/54153755?search_identifier=b76c80d2603f19c8f29aeb2044a454fd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=8,3 bed flat for sale,750000.0
710,https://www.zoopla.co.uk//new-homes/details/54153754?search_identifier=b76c80d2603f19c8f29aeb2044a454fd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=8,3 bed terraced house for sale,750000.0
673,https://www.zoopla.co.uk//for-sale/details/54154718?search_identifier=7628ff5369be1389d7c928a9eb4c75d1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=7,3 bed semi-detached house for sale,750000.0
3406,https://www.zoopla.co.uk//for-sale/details/54102553?search_identifier=9dc7c865aa4092bf72c6a483b1191463,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=35,3 bed flat for sale,750000.0
3391,https://www.zoopla.co.uk//new-homes/details/54102706?search_identifier=fa66bf652959bd95b74ac0d613701526,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=34,1 bed flat for sale,750000.0
9811,https://www.zoopla.co.uk//for-sale/details/53962611?search_identifier=eb10c86a852c21db7d578db593287267,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=99,4 bed semi-detached house for sale,750000.0
8890,https://www.zoopla.co.uk//for-sale/details/53983390?search_identifier=a49d84a76d51c91593b6c41cc23a59fb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=89,3 bed detached house for sale,750000.0
3572,https://www.zoopla.co.uk//for-sale/details/54098990?search_identifier=4ca3ac5f42f9829a770bdf952ab50893,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=36,2 bed flat for sale,750000.0
3306,https://www.zoopla.co.uk//for-sale/details/51429660?search_identifier=fa66bf652959bd95b74ac0d613701526,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=34,2 bed flat for sale,750000.0
8134,https://www.zoopla.co.uk//for-sale/details/54001335?search_identifier=33b8af2a447234140f52656b515923c3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=82,4 bed terraced house for sale,750000.0
3280,https://www.zoopla.co.uk//for-sale/details/54104247?search_identifier=5ca92ebc399a151af28b9cfe6a327213,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=33,3 bed detached house for sale,750000.0
3225,https://www.zoopla.co.uk//new-homes/details/54105535?search_identifier=5ca92ebc399a151af28b9cfe6a327213,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=33,2 bed flat for sale,750000.0
9773,https://www.zoopla.co.uk//for-sale/details/53963418?search_identifier=8fbaba4bb000c1682feb6a45a150501f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=98,4 bed terraced house for sale,750000.0
3593,https://www.zoopla.co.uk//for-sale/details/54098759?search_identifier=4ca3ac5f42f9829a770bdf952ab50893,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=36,4 bed bungalow for sale,750000.0
5911,https://www.zoopla.co.uk//for-sale/details/54051041?search_identifier=9c41cec468fb72b3675f3898119552c5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=60,1 bed flat for sale,750000.0
3633,https://www.zoopla.co.uk//for-sale/details/54098144?search_identifier=e2ef349b8061d18709a6a85a84a6f39c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=37,1 bed flat for sale,750000.0
3636,https://www.zoopla.co.uk//for-sale/details/54098113?search_identifier=e2ef349b8061d18709a6a85a84a6f39c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=37,4 bed semi-detached house for sale,750000.0
7093,https://www.zoopla.co.uk//for-sale/details/54022842?search_identifier=e9b573906f5159600ce7762f3637082a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=71,3 bed flat for sale,750000.0
3677,https://www.zoopla.co.uk//new-homes/details/54096376?search_identifier=e2ef349b8061d18709a6a85a84a6f39c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=37,2 bed flat for sale,750000.0
3702,https://www.zoopla.co.uk//for-sale/details/54096129?search_identifier=126ebb161c184d66f0c85a917d8aca4b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=38,4 bed semi-detached house for sale,750000.0
3704,https://www.zoopla.co.uk//for-sale/details/54096102?search_identifier=126ebb161c184d66f0c85a917d8aca4b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=38,2 bed flat for sale,750000.0
5692,https://www.zoopla.co.uk//for-sale/details/54056305?search_identifier=a1c48676b0bfa0cd1b3eb1e8b018ffdd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=57,4 bed semi-detached house for sale,750000.0
3919,https://www.zoopla.co.uk//for-sale/details/54093584?search_identifier=d4baacc450a5ae752fb3a19f5972dc5a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=40,2 bed flat for sale,750000.0
3935,https://www.zoopla.co.uk//for-sale/details/54093283?search_identifier=d4baacc450a5ae752fb3a19f5972dc5a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=40,Studio for sale,750000.0
2990,https://www.zoopla.co.uk//for-sale/details/54110150?search_identifier=25971fe6e2637a7010d0b8b56ed1cfc2,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=30,3 bed flat for sale,750000.0
7272,https://www.zoopla.co.uk//for-sale/details/54018968?search_identifier=7ea405110a39dd30499c50861ac2b968,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=73,2 bed terraced house for sale,750000.0
2781,https://www.zoopla.co.uk//for-sale/details/54113267?search_identifier=aead6369aaf688945fcc6ca2557d2b20,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=28,3 bed detached house for sale,750000.0
4141,https://www.zoopla.co.uk//for-sale/details/54089957?search_identifier=0c7007bf60077d229b892565fe7c0df3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=42,4 bed detached house for sale,750000.0
8615,https://www.zoopla.co.uk//for-sale/details/53991618?search_identifier=ae4027b310421f37f8f05a5c6443bc54,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=87,2 bed flat for sale,750000.0
6979,https://www.zoopla.co.uk//for-sale/details/54024820?search_identifier=b4c3dbcd616bf46f8c93e6328d143367,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=70,2 bed flat for sale,750000.0
4151,https://www.zoopla.co.uk//for-sale/details/54089747?search_identifier=0c7007bf60077d229b892565fe7c0df3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=42,3 bed terraced house for sale,750000.0
6186,https://www.zoopla.co.uk//for-sale/details/54045312?search_identifier=a291fdb6dcd788297aed12d267d98e11,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=62,4 bed terraced house for sale,750000.0
2900,https://www.zoopla.co.uk//new-homes/details/54110986?search_identifier=25971fe6e2637a7010d0b8b56ed1cfc2,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=30,2 bed flat for sale,750000.0
2702,https://www.zoopla.co.uk//for-sale/details/54115269?search_identifier=aead6369aaf688945fcc6ca2557d2b20,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=28,3 bed terraced house for sale,750000.0
327,https://www.zoopla.co.uk//for-sale/details/52471860?search_identifier=3ffddd95675a599ff5ad36a8a9913c84,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=4,3 bed terraced house for sale,750000.0
4112,https://www.zoopla.co.uk//for-sale/details/54090724?search_identifier=0c7007bf60077d229b892565fe7c0df3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=42,2 bed flat for sale,750000.0
7664,https://www.zoopla.co.uk//for-sale/details/54009899?search_identifier=90c7d4111554be06a8cc1d4a52a2a993,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=77,2 bed flat for sale,750000.0
3516,https://www.zoopla.co.uk//for-sale/details/54100014?search_identifier=4ca3ac5f42f9829a770bdf952ab50893,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=36,3 bed flat for sale,750000.0
9197,https://www.zoopla.co.uk//for-sale/details/53976168?search_identifier=fa9bb80b9e735581213c71171a2eb876,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=92,4 bed semi-detached house for sale,750000.0
6240,https://www.zoopla.co.uk//new-homes/details/54044546?search_identifier=3a76a2eb752c667ddea6c669b3a4288b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=63,2 bed flat for sale,750000.0
6945,https://www.zoopla.co.uk//for-sale/details/54025549?search_identifier=b4c3dbcd616bf46f8c93e6328d143367,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=70,2 bed flat for sale,750000.0
1101,https://www.zoopla.co.uk//for-sale/details/54146922?search_identifier=23a43f2fe22e23116a4f7dab9e3cf741,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=12,4 bed detached house for sale,750000.0
8591,https://www.zoopla.co.uk//new-homes/details/53992228?search_identifier=5f35bcae69a3ad3db52097326a52c397,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=86,1 bed flat for sale,750000.0
4272,https://www.zoopla.co.uk//for-sale/details/54086096?search_identifier=4a383953bb5d5f63baf930d0fea37709,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=43,2 bed flat for sale,750000.0
9232,https://www.zoopla.co.uk//for-sale/details/49753855?search_identifier=44f691af584fc0a76e5ac29f3de0057f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=93,2 bed flat for sale,750000.0
264,https://www.zoopla.co.uk//for-sale/details/54162668?search_identifier=4f4aae62b53cd91ca1efde5d676306f8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=3,1 bed flat for sale,750000.0
9183,https://www.zoopla.co.uk//new-homes/details/53977416?search_identifier=fa9bb80b9e735581213c71171a2eb876,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=92,1 bed flat for sale,750000.0
4099,https://www.zoopla.co.uk//for-sale/details/54090839?search_identifier=7a8541b13a993b61d4666d1416e42352,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=41,4 bed flat for sale,750000.0
2704,https://www.zoopla.co.uk//for-sale/details/54115148?search_identifier=aead6369aaf688945fcc6ca2557d2b20,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=28,4 bed semi-detached house for sale,750000.0
3294,https://www.zoopla.co.uk//for-sale/details/54104013?search_identifier=5ca92ebc399a151af28b9cfe6a327213,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=33,3 bed semi-detached house for sale,750000.0
7651,https://www.zoopla.co.uk//for-sale/details/54010101?search_identifier=90c7d4111554be06a8cc1d4a52a2a993,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=77,2 bed flat for sale,750000.0
2855,https://www.zoopla.co.uk//for-sale/details/54111677?search_identifier=1768e58e3707f3b23fb796f0ef9ce5bb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=29,2 bed flat for sale,750000.0
4027,https://www.zoopla.co.uk//for-sale/details/54091591?search_identifier=7a8541b13a993b61d4666d1416e42352,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=41,3 bed flat for sale,750000.0
9085,https://www.zoopla.co.uk//for-sale/details/53978466?search_identifier=89032ca41787a980b71dc0421fe84f6e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=91,3 bed terraced house for sale,750000.0
5518,https://www.zoopla.co.uk//for-sale/details/54062793?search_identifier=0f534732f0d135b685a7958232c25b5b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=56,2 bed flat for sale,750000.0
7289,https://www.zoopla.co.uk//for-sale/details/54018642?search_identifier=7ea405110a39dd30499c50861ac2b968,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=73,1 bed flat for sale,750000.0
5512,https://www.zoopla.co.uk//for-sale/details/54062881?search_identifier=0f534732f0d135b685a7958232c25b5b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=56,2 bed maisonette for sale,750000.0
9901,https://www.zoopla.co.uk//for-sale/details/53960840?search_identifier=0650b4e1c619fcf5b85dd66fbc73cdce,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=100,2 bed flat for sale,750000.0
6761,https://www.zoopla.co.uk//for-sale/details/54029910?search_identifier=71875a417683f11ff7d7eefc45d4e42c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=68,1 bed flat for sale,755000.0
8838,https://www.zoopla.co.uk//new-homes/details/53985788?search_identifier=a49d84a76d51c91593b6c41cc23a59fb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=89,2 bed flat for sale,755000.0
8839,https://www.zoopla.co.uk//new-homes/details/53985785?search_identifier=a49d84a76d51c91593b6c41cc23a59fb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=89,2 bed flat for sale,755000.0
5101,https://www.zoopla.co.uk//new-homes/details/54029659?search_identifier=8b456d5c332277964b4aeb5cfbc6d9ed,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=52,4 bed terraced house for sale,755000.0
