,URL,pages,description,prix,Enchère ou vente,Frais sans enchère
9031,https://www.zoopla.co.uk//new-homes/details/53987430?search_identifier=89032ca41787a980b71dc0421fe84f6e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=91,1 bed flat for sale,105750.0,vente,NA
5355,https://www.zoopla.co.uk//new-homes/details/54039745?search_identifier=c410247bdd38ccbe0830fbc10e9adda2,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=54,2 bed flat for sale,106250.0,vente,NA
6943,https://www.zoopla.co.uk//new-homes/details/54030959?search_identifier=b4c3dbcd616bf46f8c93e6328d143367,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=70,2 bed flat for sale,106250.0,vente,NA
2814,https://www.zoopla.co.uk//new-homes/details/54118934?search_identifier=1768e58e3707f3b23fb796f0ef9ce5bb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=29,2 bed flat for sale,106500.0,vente,NA
4790,https://www.zoopla.co.uk//for-sale/details/54079653?search_identifier=cddf4390077aadc405d46f0373930128,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=48,2 bed flat for sale,106875.0,vente,NA
6847,https://www.zoopla.co.uk//for-sale/details/54034161?search_identifier=1abf4aab03a50d661349b059887038a8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=69,1 bed flat for sale,108000.0,vente,NA
3391,https://www.zoopla.co.uk//for-sale/details/54106889?search_identifier=fa66bf652959bd95b74ac0d613701526,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=34,2 bed flat for sale,108000.0,vente,NA
4435,https://www.zoopla.co.uk//for-sale/details/54089726?search_identifier=67ba0911be9c61924e653e74da3148eb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=45,1 bed flat for sale,108500.0,vente,NA
5589,https://www.zoopla.co.uk//new-homes/details/54066207?search_identifier=0f534732f0d135b685a7958232c25b5b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=56,1 bed flat for sale,108750.0,vente,NA
6673,https://www.zoopla.co.uk//new-homes/details/54039921?search_identifier=5f379b47885253facf691c9da832d0ff,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=67,2 bed flat for sale,109375.0,vente,NA
4058,https://www.zoopla.co.uk//for-sale/details/54095261?search_identifier=7a8541b13a993b61d4666d1416e42352,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=41,1 bed flat for sale,109995.0,vente,NA
3705,https://www.zoopla.co.uk//new-homes/details/54121460?search_identifier=126ebb161c184d66f0c85a917d8aca4b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=38,1 bed flat for sale,110000.0,vente,NA
7054,https://www.zoopla.co.uk//for-sale/details/54029132?search_identifier=e9b573906f5159600ce7762f3637082a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=71,1 bed flat for sale,110000.0,vente,NA
5010,https://www.zoopla.co.uk//for-sale/details/54076526?search_identifier=8d486b349d09e5cfcca8acc0f690c3c0,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=51,1 bed flat for sale,110000.0,vente,NA
3706,https://www.zoopla.co.uk//new-homes/details/54102318?search_identifier=126ebb161c184d66f0c85a917d8aca4b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=38,1 bed flat for sale,110000.0,vente,NA
4580,https://www.zoopla.co.uk//for-sale/details/54085708?search_identifier=cf88198ac198078c89cdfd0b11a6cb2a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=46,Property for sale,110000.0,vente,NA
5151,https://www.zoopla.co.uk//for-sale/details/54074615?search_identifier=8b456d5c332277964b4aeb5cfbc6d9ed,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=52,Studio for sale,110000.0,vente,NA
2790,https://www.zoopla.co.uk//new-homes/details/54119470?search_identifier=aead6369aaf688945fcc6ca2557d2b20,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=28,1 bed flat for sale,110625.0,vente,NA
831,https://www.zoopla.co.uk//new-homes/details/54157489?search_identifier=53e48c5723f36dcf12d90e69a71ff408,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=9,1 bed flat for sale,112000.0,vente,NA
9061,https://www.zoopla.co.uk//new-homes/details/53985836?search_identifier=89032ca41787a980b71dc0421fe84f6e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=91,2 bed flat for sale,112500.0,vente,NA
8031,https://www.zoopla.co.uk//new-homes/details/54006948?search_identifier=132b4598d0b57ae63192f58eaf908d28,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=81,2 bed flat for sale,112500.0,vente,NA
8035,https://www.zoopla.co.uk//new-homes/details/54006815?search_identifier=132b4598d0b57ae63192f58eaf908d28,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=81,2 bed flat for sale,112500.0,vente,NA
9019,https://www.zoopla.co.uk//new-homes/details/53987644?search_identifier=89032ca41787a980b71dc0421fe84f6e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=91,2 bed flat for sale,113750.0,vente,NA
9062,https://www.zoopla.co.uk//new-homes/details/53985837?search_identifier=89032ca41787a980b71dc0421fe84f6e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=91,2 bed flat for sale,113750.0,vente,NA
8746,https://www.zoopla.co.uk//for-sale/details/53993105?search_identifier=bc580ae5322c677e87215cf5ebf4d761,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=88,1 bed flat for sale,115000.0,vente,NA
4332,https://www.zoopla.co.uk//for-sale/details/54091347?search_identifier=c896488009676d2754e19f5d80e08912,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=44,Studio for sale,115000.0,vente,NA
8747,https://www.zoopla.co.uk//for-sale/details/53993106?search_identifier=bc580ae5322c677e87215cf5ebf4d761,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=88,1 bed flat for sale,115000.0,vente,NA
6219,https://www.zoopla.co.uk//for-sale/details/54050650?search_identifier=3a76a2eb752c667ddea6c669b3a4288b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=63,1 bed flat for sale,117000.0,vente,NA
8787,https://www.zoopla.co.uk//for-sale/details/53992661?search_identifier=bc580ae5322c677e87215cf5ebf4d761,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=88,2 bed flat for sale,118500.0,vente,NA
3022,https://www.zoopla.co.uk//new-homes/details/54114667?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=31,1 bed flat for sale,119995.0,vente,NA
2892,https://www.zoopla.co.uk//new-homes/details/54116793?search_identifier=1768e58e3707f3b23fb796f0ef9ce5bb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=29,1 bed flat for sale,119995.0,vente,NA
3010,https://www.zoopla.co.uk//new-homes/details/54114847?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=31,1 bed flat for sale,119995.0,vente,NA
6155,https://www.zoopla.co.uk//for-sale/details/54051068?search_identifier=a291fdb6dcd788297aed12d267d98e11,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=62,3 bed property for sale,120000.0,vente,NA
4844,https://www.zoopla.co.uk//for-sale/details/54078650?search_identifier=6e021a797919b125b060dfed191d21b4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=49,2 bed flat for sale,120000.0,vente,NA
8377,https://www.zoopla.co.uk//for-sale/details/48719235?search_identifier=e25c9b19ff1e3e21c7a147c4ac5a3d89,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=84,1 bed property for sale,120000.0,vente,NA
587,https://www.zoopla.co.uk//for-sale/details/54162146?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,1 bed flat for sale,120000.0,vente,NA
4803,https://www.zoopla.co.uk//for-sale/details/54079495?search_identifier=6e021a797919b125b060dfed191d21b4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=49,2 bed flat for sale,120000.0,vente,NA
1818,https://www.zoopla.co.uk//for-sale/details/51183815?search_identifier=92c224e336c3061160fdc18c13247ef4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=19,1 bed flat for sale,120000.0,vente,NA
8679,https://www.zoopla.co.uk//for-sale/details/53993916?search_identifier=ae4027b310421f37f8f05a5c6443bc54,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=87,2 bed flat for sale,120000.0,vente,NA
4334,https://www.zoopla.co.uk//new-homes/details/54091339?search_identifier=c896488009676d2754e19f5d80e08912,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=44,3 bed flat for sale,121250.0,vente,NA
1363,https://www.zoopla.co.uk//new-homes/details/54147905?search_identifier=3cfe3f584c71cef3e322c075eb10e2e9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=14,3 bed flat for sale,121250.0,vente,NA
9032,https://www.zoopla.co.uk//new-homes/details/52854646?search_identifier=89032ca41787a980b71dc0421fe84f6e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=91,1 bed flat for sale,121250.0,vente,NA
4343,https://www.zoopla.co.uk//new-homes/details/54091261?search_identifier=c896488009676d2754e19f5d80e08912,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=44,3 bed flat for sale,121875.0,vente,NA
5793,https://www.zoopla.co.uk//new-homes/details/54062675?search_identifier=20d287dba7a84f2a5f13a696af814b1a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=58,2 bed flat for sale,123750.0,vente,NA
2551,https://www.zoopla.co.uk//for-sale/details/54124191?search_identifier=c7f699d8dc072d33fa2bb65cbe563ec6,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=26,2 bed flat for sale,124000.0,vente,NA
4801,https://www.zoopla.co.uk//for-sale/details/54079499?search_identifier=6e021a797919b125b060dfed191d21b4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=49,3 bed flat for sale,124375.0,vente,NA
1679,https://www.zoopla.co.uk//new-homes/details/54141423?search_identifier=8d5ef7abd61f7b0d233372bb90b5f0bc,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=17,2 bed flat for sale,124500.0,vente,NA
3760,https://www.zoopla.co.uk//for-sale/details/54101650?search_identifier=126ebb161c184d66f0c85a917d8aca4b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=38,2 bed flat for sale,125000.0,vente,NA
4896,https://www.zoopla.co.uk//for-sale/details/54077903?search_identifier=6e021a797919b125b060dfed191d21b4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=49,Studio for sale,125000.0,vente,NA
219,https://www.zoopla.co.uk//for-sale/details/54167929?search_identifier=4f4aae62b53cd91ca1efde5d676306f8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=3,1 bed flat for sale,125000.0,vente,NA
9213,https://www.zoopla.co.uk//for-sale/details/53980419?search_identifier=44f691af584fc0a76e5ac29f3de0057f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=93,2 bed property for sale,125000.0,vente,NA
5003,https://www.zoopla.co.uk//for-sale/details/54076654?search_identifier=8d486b349d09e5cfcca8acc0f690c3c0,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=51,Studio for sale,125000.0,vente,NA
7847,https://www.zoopla.co.uk//for-sale/details/54010851?search_identifier=b2cba6063ea22c7a60103115a1c89a1e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=79,2 bed flat for sale,125000.0,vente,NA
9650,https://www.zoopla.co.uk//for-sale/details/53971896?search_identifier=caef4a319a7642559fc5e78f9d4c4e3f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=97,1 bed flat for sale,125000.0,vente,NA
4827,https://www.zoopla.co.uk//for-sale/details/54078840?search_identifier=6e021a797919b125b060dfed191d21b4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=49,Studio for sale,125000.0,vente,NA
6162,https://www.zoopla.co.uk//for-sale/details/54051045?search_identifier=a291fdb6dcd788297aed12d267d98e11,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=62,Studio for sale,125000.0,vente,NA
5587,https://www.zoopla.co.uk//new-homes/details/54066208?search_identifier=0f534732f0d135b685a7958232c25b5b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=56,2 bed flat for sale,125000.0,vente,NA
6142,https://www.zoopla.co.uk//for-sale/details/54051096?search_identifier=a291fdb6dcd788297aed12d267d98e11,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=62,2 bed flat for sale,125000.0,vente,NA
8763,https://www.zoopla.co.uk//for-sale/details/53992904?search_identifier=bc580ae5322c677e87215cf5ebf4d761,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=88,1 bed flat for sale,126000.0,vente,NA
8692,https://www.zoopla.co.uk//for-sale/details/53993785?search_identifier=ae4027b310421f37f8f05a5c6443bc54,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=87,2 bed flat for sale,126000.0,vente,NA
3771,https://www.zoopla.co.uk//new-homes/details/54101545?search_identifier=126ebb161c184d66f0c85a917d8aca4b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=38,1 bed flat for sale,126250.0,vente,NA
8106,https://www.zoopla.co.uk//for-sale/details/54005624?search_identifier=33b8af2a447234140f52656b515923c3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=82,2 bed flat for sale,127500.0,vente,NA
6281,https://www.zoopla.co.uk//new-homes/details/54048318?search_identifier=3a76a2eb752c667ddea6c669b3a4288b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=63,2 bed flat for sale,127500.0,vente,NA
7544,https://www.zoopla.co.uk//for-sale/details/54018556?search_identifier=39aa78fa1b8597596b773a636dceb381,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=76,2 bed flat for sale,127500.0,vente,NA
8785,https://www.zoopla.co.uk//for-sale/details/53992668?search_identifier=bc580ae5322c677e87215cf5ebf4d761,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=88,1 bed flat for sale,128000.0,vente,NA
8009,https://www.zoopla.co.uk//for-sale/details/54007386?search_identifier=132b4598d0b57ae63192f58eaf908d28,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=81,1 bed flat for sale,129500.0,vente,NA
3867,https://www.zoopla.co.uk//for-sale/details/54098922?search_identifier=821909f7980636a44357a204c6cd4dde,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=39,Parking/garage for sale,129950.0,vente,NA
