,URL,ville,code postal,adresse,prix,surface,Enchère ou vente,Etat neuf ou ancien,Nombre de chambres,Nombre de SDB,Nombre de séjour,Description,Type bien,Aide
1133,https://www.zoopla.co.uk//for-sale/details/54151714?search_identifier=23a43f2fe22e23116a4f7dab9e3cf741, London,NW8,"Church Street, London NW8",765000.0,104.237166,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
510,https://www.zoopla.co.uk//new-homes/details/54164506?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5, Mill Hill East,NW7,"Inglis Way, Mill Hill East NW7",765000.0,110.926182,vente,N,2,2,NA,2 bed flat for sale,Appartement,NA
9198,https://www.zoopla.co.uk//for-sale/details/53981669?search_identifier=fa9bb80b9e735581213c71171a2eb876, Potters Bar,EN6,"Santers Lane, Potters Bar EN6",765000.0,NA,vente,A,4,2,2,4 bed semi-detached house for sale,Maison,NA
3626,https://www.zoopla.co.uk//for-sale/details/54103558?search_identifier=e2ef349b8061d18709a6a85a84a6f39c, London,N22,"Trinity Road, London N22",765000.0,NA,vente,A,3,2,2,3 bed terraced house for sale,Maison,NA
3196,https://www.zoopla.co.uk//for-sale/details/54111208?search_identifier=e0ee2bc9f7f06ac362fecc655241c48c, London,E9,"Tudor Road, London E9",765000.0,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
6297,https://www.zoopla.co.uk//new-homes/details/54048099?search_identifier=3a76a2eb752c667ddea6c669b3a4288b, Stamford Hill,E5,"Castlewood Road, Stamford Hill E5",765000.0,NA,vente,N,3,2,NA,3 bed flat for sale,Appartement,NA
732,https://www.zoopla.co.uk//for-sale/details/54159689?search_identifier=b76c80d2603f19c8f29aeb2044a454fd, New Malden,KT3,"Blakes Avenue, New Malden KT3",765000.0,NA,vente,A,3,1,3,3 bed property for sale,Maison avec jardin,NA
3493,https://www.zoopla.co.uk//for-sale/details/54106015?search_identifier=9dc7c865aa4092bf72c6a483b1191463, Stanmore,HA7,"Coledale Drive, Stanmore HA7",769500.0,NA,vente,A,4,2,2,4 bed semi-detached house for sale,Maison,NA
7450,https://www.zoopla.co.uk//for-sale/details/54020460?search_identifier=81fa998cf134b141e2ec03ae9c4eb103, London,NW6,"College Parade, Salusbury Road, London NW6",769950.0,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
2466,https://www.zoopla.co.uk//for-sale/details/54125394?search_identifier=bd268dfed7c29988402539b9a6ce422b, London,SE27,"Eylewood Road, London SE27",769950.0,NA,vente,A,3,1,2,3 bed terraced house for sale,Maison,NA
4761,https://www.zoopla.co.uk//for-sale/details/54080146?search_identifier=cddf4390077aadc405d46f0373930128, Twickenham,TW2,"Mereway Road, Twickenham TW2",769950.0,NA,vente,A,3,2,2,3 bed terraced house for sale,Maison,NA
3352,https://www.zoopla.co.uk//for-sale/details/15659111?search_identifier=fa66bf652959bd95b74ac0d613701526, London,E8,"Graham Road, Hackney, London E8",770000.0,98.662986,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
9966,https://www.zoopla.co.uk//for-sale/details/52752650?search_identifier=0650b4e1c619fcf5b85dd66fbc73cdce, Chessington,KT9,"Bolton Road, Chessington KT9",770000.0,NA,vente,A,3,1,2,3 bed detached house for sale,Maison,NA
3952,https://www.zoopla.co.uk//for-sale/details/54097807?search_identifier=d4baacc450a5ae752fb3a19f5972dc5a, London,SW8,"The Camellia House, Vista, Chelsea Bridge, Battersea, London SW8",770000.0,52.118583,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
6404,https://www.zoopla.co.uk//for-sale/details/54046168?search_identifier=ba2b605830fffdb4450f724cb82c2b94, London,W9,"Sutherland Avenue, London W9",774950.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
1210,https://www.zoopla.co.uk//for-sale/details/54150336?search_identifier=e8a31cfb56cfc8829bdea22a56efac86, London,N16,"Olinda Road, London N16",775000.0,NA,vente,A,4,2,2,4 bed property for sale,Maison avec jardin,NA
4408,https://www.zoopla.co.uk//for-sale/details/54085448?search_identifier=67ba0911be9c61924e653e74da3148eb, Buckinghamshire,UB9,"Broken Gate Lane, Denham, Buckinghamshire UB9",775000.0,NA,vente,A,4,NA,NA,4 bed detached house for sale,Maison,NA
2633,https://www.zoopla.co.uk//for-sale/details/54121977?search_identifier=b2405fab13ec430939762f5907ff3366, Camden,NW1,"Lockhouse, Oval Road, Camden NW1",775000.0,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
3877,https://www.zoopla.co.uk//for-sale/details/54098948?search_identifier=821909f7980636a44357a204c6cd4dde, London,SW2,"Wallis's Cottages, London SW2",775000.0,NA,vente,A,4,2,1,4 bed terraced house for sale,Maison,NA
9480,https://www.zoopla.co.uk//for-sale/details/50992397?search_identifier=1a3942ffe12dfa0a8f1ae730191f6c97, London,E9,"Victoria Park Road, London E9",775000.0,75.065624,vente,A,3,NA,NA,3 bed flat for sale,Appartement,NA
7468,https://www.zoopla.co.uk//for-sale/details/54020218?search_identifier=81fa998cf134b141e2ec03ae9c4eb103, Carshalton,SM5,"Salisbury Road, Carshalton SM5",775000.0,NA,vente,A,4,2,3,4 bed detached house for sale,Maison,NA
8271,https://www.zoopla.co.uk//for-sale/details/54003148?search_identifier=f327b53a9fc4ed692076843b7ed28cb9, West Hampstead,NW6,"West End Lane, West Hampstead NW6",775000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
3897,https://www.zoopla.co.uk//for-sale/details/50137018?search_identifier=821909f7980636a44357a204c6cd4dde, London,SE1,"Hestia House, City Walk, Bermondsey, London SE1",775000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
215,https://www.zoopla.co.uk//for-sale/details/54168139?search_identifier=4f4aae62b53cd91ca1efde5d676306f8, London,SE23,"Tatnell Road, London SE23",775000.0,NA,vente,A,4,2,2,4 bed terraced house for sale,Maison,NA
5633,https://www.zoopla.co.uk//for-sale/details/54065480?search_identifier=a1c48676b0bfa0cd1b3eb1e8b018ffdd, London,SE3,"Blackheath Park, Blackheath, London SE3",775000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
1257,https://www.zoopla.co.uk//for-sale/details/54149839?search_identifier=e8a31cfb56cfc8829bdea22a56efac86, London,SE13,"St. Swithuns Road, Hither Green, London SE13",775000.0,122,vente,A,4,1,2,4 bed property for sale,Maison avec jardin,NA
7473,https://www.zoopla.co.uk//for-sale/details/54020068?search_identifier=81fa998cf134b141e2ec03ae9c4eb103, Bishops Park,SW6,"Alder Lodge, 73 Stevenage Road, Bishops Park SW6",775000.0,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
455,https://www.zoopla.co.uk//for-sale/details/54165190?search_identifier=4b04934ec25d0fa93e83ae8b9deb67ef, London,E8,"57 Kingsland High Street, London E8",775000.0,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
4421,https://www.zoopla.co.uk//for-sale/details/54090538?search_identifier=67ba0911be9c61924e653e74da3148eb, London,SW14,"Hanson Close, London SW14",775000.0,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
6915,https://www.zoopla.co.uk//new-homes/details/54031987?search_identifier=b4c3dbcd616bf46f8c93e6328d143367, Bromley,BR2,"St Mark's Square, Bromley BR2",775000.0,120,vente,N,2,2,NA,2 bed flat for sale,Appartement,NA
5585,https://www.zoopla.co.uk//for-sale/details/54066444?search_identifier=0f534732f0d135b685a7958232c25b5b, Acton,W3,"Western Avenue, Acton W3",775000.0,NA,vente,A,3,2,1,3 bed flat for sale,Appartement,NA
394,https://www.zoopla.co.uk//for-sale/details/54165887?search_identifier=3ffddd95675a599ff5ad36a8a9913c84, London,N2,"Long Lane, East Finchley, London N2",775000.0,NA,vente,A,3,1,2,3 bed terraced house for sale,Maison,NA
583,https://www.zoopla.co.uk//for-sale/details/54162749?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5, London,SE23,"Westwood Park, London SE23",775000.0,NA,vente,A,3,1,2,3 bed semi-detached house for sale,Maison,NA
7026,https://www.zoopla.co.uk//for-sale/details/54029854?search_identifier=e9b573906f5159600ce7762f3637082a, London,SW16,"Leigham Court Road, London SW16",775000.0,NA,vente,A,4,2,2,4 bed semi-detached house for sale,Maison,NA
9616,https://www.zoopla.co.uk//for-sale/details/53973089?search_identifier=caef4a319a7642559fc5e78f9d4c4e3f, Wimbledon,SW19,"Ridgway, Wimbledon SW19",775000.0,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
918,https://www.zoopla.co.uk//for-sale/details/49386357?search_identifier=40eb412b77e323cbd846caf27f840b62, Finchley,N3,"West Avenue, Finchley N3",775000.0,NA,vente,A,3,1,2,3 bed semi-detached house for sale,Maison,NA
7085,https://www.zoopla.co.uk//for-sale/details/54028904?search_identifier=e9b573906f5159600ce7762f3637082a, Middlesex,UB4,"Wimborne Avenue, Hayes, Middlesex UB4",775000.0,NA,vente,A,4,3,2,4 bed semi-detached house for sale,Maison,NA
4050,https://www.zoopla.co.uk//for-sale/details/54095540?search_identifier=7a8541b13a993b61d4666d1416e42352, London,SW17,"Topsham Road, London SW17",775000.0,NA,vente,A,3,1,1,3 bed semi-detached house for sale,Maison,NA
7968,https://www.zoopla.co.uk//for-sale/details/52875134?search_identifier=deac6f9206c15779a662370da0a54810, London,W1T,"St Andrews Chambers, Fitzrovia, London W1T",775000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
8851,https://www.zoopla.co.uk//for-sale/details/53991780?search_identifier=a49d84a76d51c91593b6c41cc23a59fb, London,W7,"Cowper Road, London W7",775000.0,NA,vente,A,3,2,2,3 bed property for sale,Maison avec jardin,NA
509,https://www.zoopla.co.uk//new-homes/details/54164492?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5, Mill Hill East,NW7,"Inglis Way, Mill Hill East NW7",775000.0,112.133921,vente,N,2,2,NA,2 bed flat for sale,Appartement,NA
9255,https://www.zoopla.co.uk//for-sale/details/53979626?search_identifier=44f691af584fc0a76e5ac29f3de0057f, Middlesex,HA8,"Francklyn Gardens, Edgware, Middlesex HA8",775000.0,NA,vente,A,5,NA,NA,5 bed semi-detached house for sale,Maison,NA
3407,https://www.zoopla.co.uk//for-sale/details/54107564?search_identifier=9dc7c865aa4092bf72c6a483b1191463, London,E8,"Richmond Road, London E8",775000.0,NA,vente,A,3,2,1,3 bed flat for sale,Appartement,NA
5420,https://www.zoopla.co.uk//for-sale/details/54068645?search_identifier=2947b15dd8dbdfa4fa1d243f925218c7, Tooting,SW17,"Rogers Road, Tooting, Tooting SW17",775000.0,150,vente,A,3,1,3,3 bed semi-detached house for sale,Maison,NA
5029,https://www.zoopla.co.uk//for-sale/details/54076488?search_identifier=8d486b349d09e5cfcca8acc0f690c3c0, London,SW19,"Ridgway, London SW19",775000.0,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
6108,https://www.zoopla.co.uk//new-homes/details/54051791?search_identifier=a291fdb6dcd788297aed12d267d98e11, London,E1,"Dock Street, London E1",775000.0,NA,vente,N,2,2,1,2 bed flat for sale,Appartement,NA
3521,https://www.zoopla.co.uk//for-sale/details/54105566?search_identifier=4ca3ac5f42f9829a770bdf952ab50893, Enfield,EN2,"Essex Road, Enfield EN2",775000.0,NA,vente,A,3,1,1,3 bed semi-detached house for sale,Maison,NA
278,https://www.zoopla.co.uk//new-homes/details/50477823?search_identifier=4f4aae62b53cd91ca1efde5d676306f8, London,N10,"Pembroke Road, Muswell Hill, London N10",775000.0,NA,vente,N,3,2,1,3 bed detached house for sale,Maison,NA
6433,https://www.zoopla.co.uk//for-sale/details/54045584?search_identifier=ba2b605830fffdb4450f724cb82c2b94, London,N15,"Langham Road, Turnpike Lane, London N15",775000.0,NA,vente,A,3,1,2,3 bed terraced house for sale,Maison,NA
9638,https://www.zoopla.co.uk//for-sale/details/53972611?search_identifier=caef4a319a7642559fc5e78f9d4c4e3f, London,W6,"Hammersmith Bridge Road, London W6",775000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
3565,https://www.zoopla.co.uk//for-sale/details/54104623?search_identifier=4ca3ac5f42f9829a770bdf952ab50893,,"Ig1,","Sunnymeade Drive, Gants Hill, Barkingside, Ig2, Ig5 IG6, Ig1,",775000.0,NA,vente,A,5,2,1,5 bed semi-detached house for sale,Maison,NA
4726,https://www.zoopla.co.uk//for-sale/details/52313089?search_identifier=cddf4390077aadc405d46f0373930128, London,W14,"Hazlitt Road, London W14",775000.0,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
9903,https://www.zoopla.co.uk//new-homes/details/30888795?search_identifier=0650b4e1c619fcf5b85dd66fbc73cdce, London,SW19,"83 Ridgway, Wimbledon, London SW19",775000.0,NA,vente,N,2,1,1,2 bed flat for sale,Appartement,NA
330,https://www.zoopla.co.uk//new-homes/details/54166736?search_identifier=3ffddd95675a599ff5ad36a8a9913c84, Greater London,N10,"Pembroke Road, Muswell Hill, London, Greater London N10",775000.0,NA,vente,N,3,1,1,3 bed terraced house for sale,Maison,NA
